source,target,value,level
3D rendering,3D computer graphics,3,3
Genome,Interactive visualization,3,3
Spline interpolation,Multivariate interpolation,3,3
Real-time rendering,Global illumination,3,3
Volume rendering,Global illumination,3,3
3D rendering,Global illumination,3,3
Image processing,Image segmentation,3,3
Interactive visualization,Social network (sociolinguistics),3,3
Usability engineering,Web usability,3,3
Usability engineering,Heuristic evaluation,3,3
Posterior probability,Bayesian inference,3,3
Interactive visualization,Similarity (geometry),3,3
3D rendering,Graphics hardware,3,3
General-purpose computing on graphics processing units,Scientific visualization,3,3
Generative model,Generative adversarial network,3,3
Graph partition,Graph drawing,3,3
Fluorescence microscope,Optical sectioning,3,3
Scene graph,Visual analytics,3,3
3D computer graphics,General-purpose computing on graphics processing units,3,3
Immersive technology,Data visualization,3,3
Diffusion MRI,Structure tensor,3,3
Volume rendering,Compression ratio,3,3
Interactive visualization,Glyph (data visualization),3,3
Volume rendering,Lossless compression,3,3
3D rendering,OpenGL,3,3
Interactive visualization,Texture (cosmology),3,3
Graph database,Interactive visualization,3,3
Fuzzy clustering,Data visualization,3,3
Task analysis,Data visualization,3,3
Real-time rendering,Isosurface,3,3
Linear interpolation,Data visualization,3,3
Fuzzy clustering,Similarity (geometry),3,3
Social network analysis,Social network (sociolinguistics),3,3
Real-time rendering,Scientific visualization,3,3
Word embedding,Word2vec,3,3
OpenGL,Volume rendering,3,3
Real-time rendering,Terrain rendering,3,3
Data visualization,Similarity (geometry),3,3
3D computer graphics,Information visualization,3,3
Image-based modeling and rendering,Data visualization,3,3
Graph drawing,Representation (politics),3,3
Logical topology,Computational topology,2,3
Particle image velocimetry,Flow visualization,2,3
Immersive technology,Interactive visualization,2,3
Reynolds number,Flow visualization,2,3
Graph drawing,Scientific visualization,2,3
Parametric surface,Surface reconstruction,2,3
Visual analytics,Semantic computing,2,3
Data visualization,Wavelet transform,2,3
Fuzzy clustering,Clustering high-dimensional data,2,3
3D rendering,Image synthesis,2,3
3D rendering,Hardware acceleration,2,3
Real-time rendering,Hardware acceleration,2,3
Similarity (geometry),Information visualization,2,3
Information visualization,Graphics software,2,3
Pluralistic walkthrough,Heuristic evaluation,2,3
Noise measurement,Noise (video),2,3
Document clustering,Latent Dirichlet allocation,2,3
Visual analytics,Contextual image classification,2,3
Visual analytics,Flow visualization,2,3
Storytelling,Data visualization,2,3
Volume rendering,Isosurface,2,3
Volume rendering,Graphics software,2,3
Gene expression,Data visualization,2,3
Graphics hardware,Data visualization,2,3
Flow visualization,Expansion tunnel,2,3
OpenGL,Scientific visualization,2,3
Graphics hardware,Interactive visualization,2,3
OpenGL,Data visualization,2,3
Mixed reality,Visual analytics,2,3
OpenGL,Interactive visualization,2,3
3D computer graphics,OpenGL,2,3
OpenGL,Real-time rendering,2,3
Visual analytics,Graphics software,2,3
Interpolation (computer graphics),3D rendering,2,3
Distributed ray tracing,Scientific visualization,2,3
Grid computing,Scientific visualization,2,3
Grid computing,Data visualization,2,3
Grid computing,Interactive visualization,2,3
Parallel rendering,Scientific visualization,2,3
Software system,Software development,2,3
Flow visualization,Parallel rendering,2,3
Mixed reality,Metaverse,2,3
Structure tensor,Data visualization,2,3
Tensor field,Data visualization,2,3
Visual analytics,Data exploration,2,3
3D rendering,Visual analytics,2,3
Fluorescence microscope,Data visualization,2,3
Texture (cosmology),Terrain rendering,2,3
Importance sampling,Sampling (signal processing),2,3
3D rendering,Polygon (computer graphics),2,3
Shape analysis (program analysis),Data visualization,2,3
Geometry processing,Data visualization,2,3
Data visualization,Motion capture,2,3
Visual analytics,Motion capture,2,3
Information visualization,Social media analytics,2,3
Interactive visualization,Dataflow architecture,2,3
Word2vec,Representation (politics),2,3
Raised-relief map,Data visualization,2,3
Raised-relief map,Terrain rendering,2,3
Texture (cosmology),Interactive visualization,2,3
Word embedding,Representation (politics),2,3
Optical sectioning,Data visualization,2,3
Texture (cosmology),Raised-relief map,2,3
Fuzzy clustering,Visual analytics,2,3
Nonlinear dimensionality reduction,Interactive visualization,2,3
Graphics hardware,Graphics software,2,3
General-purpose computing on graphics processing units,Hardware acceleration,2,3
Graphics hardware,Hardware acceleration,2,3
Posterior probability,Prior probability,2,3
Visual analytics,Dataflow architecture,2,3
Graphics software,Data visualization,2,3
Data visualization,3D computer graphics,2,3
3D computer graphics,Graphics hardware,2,3
Recurrent neural network,Deep neural networks,2,3
Information visualization,Social network analysis,2,3
Visual analytics,Clustering high-dimensional data,2,3
Real-time rendering,Marching cubes,2,3
Social network (sociolinguistics),Information visualization,2,3
3D rendering,Scene graph,2,3
Real-time rendering,Scene graph,2,3
Representation (politics),Wavelet transform,2,3
Polygonal chain,Polygon (computer graphics),2,3
3D rendering,Information visualization,2,3
Geometry processing,Marching cubes,2,3
Structure tensor,Symmetric tensor,2,3
Visual analytics,Image retrieval,2,3
Structure tensor,Tensor contraction,2,3
Visual analytics,Business decision mapping,2,3
Business decision mapping,Data visualization,2,3
Symmetric tensor,Tensor contraction,2,3
Recurrent neural network,Visual analytics,2,3
Tensor field,Structure tensor,2,3
Culling,3D rendering,2,3
Visual analytics,Latent Dirichlet allocation,2,3
3D rendering,Path tracing,2,3
Image processing,Volume rendering,2,3
Texture (cosmology),Image processing,2,3
Diffusion MRI,Tensor field,2,3
Mesh generation,Marching cubes,2,3
Visual analytics,Creative visualization,2,3
Terrain rendering,Information visualization,2,3
Social media analytics,Social network (sociolinguistics),2,3
Social media analytics,Social network analysis,2,3
Image segmentation,Data visualization,2,3
3D computer graphics,Volume rendering,2,3
Scientific visualization,Volume rendering,2,3
Optical flow,Interactive visualization,2,3
Distributed ray tracing,Real-time rendering,2,3
Histogram,Data visualization,2,3
Displacement mapping,Data visualization,2,3
Data visualization,Social network (sociolinguistics),2,3
Visual analytics,Social network (sociolinguistics),2,3
Information visualization,Social network (sociolinguistics),2,3
Anisotropic diffusion,Data visualization,2,3
Data visualization,Software system,2,3
Computer animation,Creative visualization,2,3
Computer animation,Information visualization,2,3
Diffusion MRI,Tensor decomposition,2,3
Scientific visualization,Graph drawing,2,3
Isosurface,Image-based modeling and rendering,2,3
Decision tree learning,Data visualization,2,3
Interactive visualization,Software system,2,3
Scientific visualization,Flow visualization,2,3
Flow visualization,Optical flow,2,3
Histogram,Isosurface,2,3
Transformation (genetics),Data visualization,2,3
Distributed ray tracing,Isosurface,2,3
Clustering high-dimensional data,Hierarchical clustering,2,3
Clutter,Data visualization,2,3
Tree structure,Data visualization,2,3
Tree structure,Interactive visualization,2,3
Image-based modeling and rendering,Parallel rendering,2,3
Vorticity,Data visualization,2,3
Volume rendering,Interpolation (computer graphics),2,3
Zoom,Information visualization,2,3
Data visualization,Polygon (computer graphics),2,3
Distributed ray tracing,Marching cubes,2,3
Fuzzy clustering,Correlation clustering,2,3
Zoom,Visual analytics,2,3
Coronary arteries,Data visualization,2,3
Software system,Information visualization,2,3
Software system,Visual analytics,2,3
Software system,Interactive visualization,2,3
Software development,Scientific visualization,2,3
Graph database,Data visualization,2,3
Tree structure,Information visualization,2,3
Interactive visualization,Hardware acceleration,2,3
General-purpose computing on graphics processing units,Volume rendering,2,3
Electric power system,Electric power,2,3
Image segmentation,Image processing,2,3
Genome,DNA sequencing,2,3
Motion capture,Data visualization,2,3
Volume rendering,General-purpose computing on graphics processing units,2,3
Diffusion MRI,Glyph (data visualization),2,3
Diffusion MRI,Interactive visualization,2,3
Volume rendering,Visual analytics,2,3
Volume rendering,Creative visualization,2,3
Volume rendering,Image quality,2,3
Real-time rendering,Graphics hardware,2,3
Data visualization,Hardware acceleration,2,3
3D rendering,General-purpose computing on graphics processing units,2,3
3D rendering,Representation (politics),2,3
Image processing,Data visualization,2,3
Tensor field,Tensor contraction,1,3
Specific absorption rate,Digital Enhanced Cordless Telecommunications,1,3
Musical notation,Musical acoustics,1,3
Musical notation,Musical composition,1,3
Musical acoustics,Musical composition,1,3
VRML,3D computer graphics,1,3
Specific absorption rate,Human head,1,3
Digital Enhanced Cordless Telecommunications,Human head,1,3
Fluorescence microscope,Laser scanning,1,3
Developable surface,Equiangular polygon,1,3
Marching cubes,Hexahedron,1,3
Optical sectioning,Laser scanning,1,3
Image-based modeling and rendering,Shader,1,3
3D computer graphics,Parallel rendering,1,3
Laser scanning,Data visualization,1,3
Wavelet transform,Lossless compression,1,3
Optical flow,Flow visualization,1,3
Parallel rendering,Shader,1,3
Immersive technology,Scientific visualization,1,3
Volume rendering,Parallel rendering,1,3
Interpolation (computer graphics),Image quality,1,3
Equiangular polygon,Polygon (computer graphics),1,3
Tracking system,Clutter,1,3
Collision detection,Interactive visualization,1,3
Collision detection,Data visualization,1,3
Collision detection,Volume rendering,1,3
Collision detection,Stereotaxy,1,3
Interactive visualization,Stereotaxy,1,3
Data visualization,Stereotaxy,1,3
Volume rendering,Stereotaxy,1,3
Data visualization,Blackboard system,1,3
Developable surface,Polygon (computer graphics),1,3
Parametric surface,Surface fitting,1,3
Surface fitting,Surface reconstruction,1,3
Decimation,Vertex (graph theory),1,3
Decimation,Marching cubes,1,3
Decimation,Isosurface,1,3
Interactive visualization,Marching cubes,1,3
3D rendering,Displacement mapping,1,3
Photometric stereo,Texture (cosmology),1,3
Interactive visualization,Wavelet transform,1,3
Interactive visualization,Blackboard system,1,3
Isosurface,Triangle mesh,1,3
Computer animation,Motion field,1,3
Optical flow,Motion field,1,3
Real-time rendering,Compression ratio,1,3
Real-time rendering,Lossless compression,1,3
White matter,Anisotropic diffusion,1,3
Compression ratio,Image-based modeling and rendering,1,3
Diffusion MRI,White matter,1,3
Data visualization,Triangle mesh,1,3
Compression ratio,Volume rendering,1,3
Image-based modeling and rendering,Lossless compression,1,3
Marching cubes,Triangle mesh,1,3
Data visualization,Chesapeake bay,1,3
Lossless compression,Volume rendering,1,3
Subdivision surface,Interactive visualization,1,3
Geometry processing,Isosurface,1,3
3D computer graphics,Shader,1,3
Subdivision surface,Data visualization,1,3
3D rendering,Raised-relief map,1,3
Surface reconstruction,Multivariate interpolation,1,3
Real-time rendering,Shader,1,3
Spline interpolation,Surface reconstruction,1,3
Vorticity,Vortex generator,1,3
Computer animation,Optical flow,1,3
Virtualization,Metaverse,1,3
Virtualization,Mixed reality,1,3
HTML,Data visualization,1,3
Interpolation (computer graphics),Surface reconstruction,1,3
Minimum bounding box,Collision detection,1,3
Minimum bounding box,Object detection,1,3
Minimum bounding box,Collision avoidance,1,3
Collision detection,Object detection,1,3
Collision detection,Collision avoidance,1,3
Object detection,Collision avoidance,1,3
Polygon (computer graphics),Simple polygon,1,3
Abdominal aortic aneurysm,Volume rendering,1,3
Haar,Wavelet transform,1,3
Interactive visualization,Hexahedron,1,3
Motion planning,Mobile robot,1,3
Motion planning,Control theory (sociology),1,3
Mobile robot,Control theory (sociology),1,3
Mesh generation,Hexahedron,1,3
Java applet,Interactive visualization,1,3
Java applet,HTML,1,3
Java applet,Data visualization,1,3
Tree structure,Isosurface,1,3
Order picking,Data visualization,1,3
High dynamic range,Volume rendering,1,3
Interactive visualization,HTML,1,3
Image processing,Flow visualization,1,3
High dynamic range,Interactive visualization,1,3
Triangle mesh,Isosurface,1,3
Interactive visualization,Object based,1,3
Clutter,Blazar,1,3
Wearable technology,Smartwatch,1,3
Mental image,Visual analytics,1,3
Data visualization,Object based,1,3
Mental image,Information visualization,1,3
Creative visualization,Visual perception,1,3
Triangle mesh,Vertex (graph theory),1,3
Flow visualization,Texture (cosmology),1,3
Structure from motion,Data visualization,1,3
Triangle mesh,Marching cubes,1,3
Interactive visualization,Visual perception,1,3
Interactive visualization,Spatial ability,1,3
Online analytical processing,Interactive visualization,1,3
Grid method multiplication,Convolution (computer science),1,3
User modeling,Interactive visualization,1,3
User modeling,Information visualization,1,3
User modeling,Data visualization,1,3
Motion capture,Structure from motion,1,3
Spatial ability,Information visualization,1,3
Spatial ability,Visual analytics,1,3
Visual perception,Data visualization,1,3
Order picking,Visual analytics,1,3
Spatial ability,Data visualization,1,3
Object-oriented design,Object based,1,3
Mental image,Data visualization,1,3
Mental image,Visual perception,1,3
Mental image,Interactive visualization,1,3
Clutter,Polarimetry,1,3
Interactive visualization,DNA sequencing,1,3
DNA sequencing,Data visualization,1,3
